N/A;USD TO AUD 1M FWD PTS - EXCHANGE RATE;USD TO AUD 3M FWD PTS - EXCHANGE RATE;USD TO AUD 6M FWD PTS - EXCHANGE RATE;USD TO AUD 9M FWD PTS - EXCHANGE RATE;USD TO EUR 1M FWD PTS - EXCHANGE RATE;USD TO EUR 3M FWD PTS - EXCHANGE RATE;USD TO EUR 6M FWD PTS - EXCHANGE RATE;USD TO EUR 9M FWD PTS - EXCHANGE RATE;USD TO NZD 1M FWD PTS - EXCHANGE RATE;USD TO NZD 3M FWD PTS - EXCHANGE RATE;USD TO NZD 6M FWD PTS - EXCHANGE RATE;USD TO NZD 9M FWD PTS - EXCHANGE RATE;SEK TO USD 1M FWD PTS - EXCHANGE RATE;SEK TO USD 3M FWD PTS - EXCHANGE RATE;SEK TO USD 6M FWD PTS - EXCHANGE RATE;SEK TO USD 9M FWD PTS - EXCHANGE RATE;NOK TO USD 1M FWD PTS - EXCHANGE RATE;NOK TO USD 3M FWD PTS - EXCHANGE RATE;NOK TO USD 6M FWD PTS - EXCHANGE RATE;NOK TO USD 9M FWD PTS - EXCHANGE RATE;USD TO GBP 1M FWD PTS - EXCHANGE RATE;USD TO GBP 3M FWD PTS - EXCHANGE RATE;USD TO GBP 6M FWD PTS - EXCHANGE RATE;USD TO GBP 9M FWD PTS - EXCHANGE RATE;JPY TO USD 1M FWD PTS - EXCHANGE RATE;JPY TO USD 3M FWD PTS - EXCHANGE RATE;JPY TO USD 6M FWD PTS - EXCHANGE RATE;JPY TO USD 9M FWD PTS - EXCHANGE RATE;CAD TO USD 1M FWD PTS - EXCHANGE RATE;CAD TO USD 3M FWD PTS - EXCHANGE RATE;CAD TO USD 6M FWD PTS - EXCHANGE RATE;CAD TO USD 9M FWD PTS - EXCHANGE RATE;CHF TO USD 1M FWD PTS - EXCHANGE RATE;CHF TO USD 3M FWD PTS - EXCHANGE RATE;CHF TO USD 6M FWD PTS - EXCHANGE RATE;CHF TO USD 9M FWD PTS - EXCHANGE RATE;CHF TO USD (LSEG DS) - EXCHANGE RATE;EURO TO US $ (RFV) - EXCHANGE RATE;CAD TO USD (LSEG DS) - EXCHANGE RATE;AUD TO USD (LSEG DS) - EXCHANGE RATE;NZD TO USD (LSEG DS) - EXCHANGE RATE;GBP TO US $ (LSEG DS) - EXCHANGE RATE;JPY TO USD (LSEG DS) - EXCHANGE RATE;NORWEGIAN KRONE TO US $ (WMR) - EXCHANGE RATE;SWEDISH KRONA TO US $ (WMR) - EXCHANGE RATE;Gold, USD FX Comp. U$/Troy Oz;Silver Commodity Cash Spot;Platinum,Free Market $/troy oz;Palladium, USD FX Comp. U$/Troy Oz
Code;AUD1MFP;AUD3MFP;AUD6MFP;AUD9MFP;EUR1MFP;EUR3MFP;EUR6MFP;EUR9MFP;NZD1MFP;NZD3MFP;NZD6MFP;NZD9MFP;SEK1MFP;SEK3MFP;SEK6MFP;SEK9MFP;NOK1MFP;NOK3MFP;NOK6MFP;NOK9MFP;GBP1MFP;GBP3MFP;GBP6MFP;GBP9MFP;JPY1MFP;JPY3MFP;JPY6MFP;JPY9MFP;CAD1MFP;CAD3MFP;CAD6MFP;CAD9MFP;CHF1MFP;CHF3MFP;CHF6MFP;CHF9MFP;TDCHFSP;EUDOLLR;TDCADSP;TDAUDSI;TDNZDSI;TSUSDSP;TDJPYSP;NORKRO$;SWEKRO$;GOLDUSD;SILVCSP;PLTFREE;PALLUSD
18.09.2024;3.3;7.75;6.15;-0.34;14.04;38.2;71.89;102.4;-0.39;-0.08;-3.05;-6.7;-152.93;-466.7251;-899.75;-1342.325;-47.25;-104.2;-86;-12;-0.66;-0.83;-12.53;-26.95;-60.35;-169.19;-314.1499;-431.0249;-10.56;-31.19;-60.7;-86.08;-29.85;-85.36;-159.11;-221.1;0.84625;0.89944;1.36045;1.47842;1.61057;0.75685;142.28;10.5896;10.1977;2559.15;30.085;973.35;1064.53
19.09.2024;2.79;5.96;2.4;-4.96;13.46;37.33;69.94;100.895;-0.2;0.03;-3.75;-6.38;-146.88;-442.915;-894;-1276.935;-34.48;-60.65;-26.5;35;-0.39;-2.81;-16.38;-34.595;-58.38;-167.725;-309.8301;-426.7;-10.56;-29.88;-58.23;-81.12;-28.85;-84.24001;-157.5;-219.32;0.84785;0.89855;1.3559;1.46746;1.60295;0.7528;142.63;10.50675;10.1806;2586.813;30.81;986.8;1083.22
20.09.2024;2.79;5.65;2.15;-5.45;13.4;36.77;69.12;100.3;-0.15;0.11;-2.83;-5.69;-147.89;-451.3799;-894.5;-1269.82;-35;-58;15;155.24;-0.44;-4.08;-18.015;-35.99001;-59.15;-170.54;-311.0901;-429.54;-10.56;-28.99;-56.79;-79.16;-29.13;-84.35001;-157.09;-219.35;0.85015;0.89742;1.357;1.46918;1.60321;0.75065;143.915;10.52855;10.201;2622.233;31.1375;984.9;1070.5
23.09.2024;3.03;5.85;1.63;-6.6;13.4;38.17999;72.57001;106.68;0.18;0.56;-2.68;-5.59;-149.7;-452.95;-899.5;-1296.925;-33.75;-47.5;24;146;-0.45;-3.8;-17.85001;-36;-59.08;-170.16;-310.75;-428;-8.76;-28.95;-56.14;-80.01;-29.37;-86.495;-157.45;-219.6;0.8476;0.89831;1.3541;1.46231;1.59566;0.74925;143.61;10.47185;10.18595;2628.773;30.695;967.9;1045.02
24.09.2024;3.17;5.57;1.13;-6.42;14.52;38.595;71.8;104.54;0.17;0.12;-3.65;-6.65;-157.43;-440.3101;-892;-1281.42;-36.5;-45.7;40;146;-0.48;-4.35;-20.32001;-39.61;-63.09;-167.86;-308.99;-425.29;-8.85;-28.94;-52.87;-73.66;-31.23;-84.82001;-155.68;-217.235;0.84335;0.89678;1.3431;1.45106;1.57754;0.74555;143.23;10.42865;10.12425;2657.06;32.155;975.3;1060.05
25.09.2024;3.35;5.7;1.4;-5.54;13.91;38.005;72.08;105.49;0.24;0.35;-2.74;-5.6;-149.45;-432.7749;-888.6499;-1298.775;-36.5;-42.62;28.5;146;-0.5;-4.375;-20.12;-38.71001;-61.9;-169.71;-312.855;-431.835;-8.85;-29.45;-54.17;-78.24;-30.46;-84.47;-157.19;-220.84;0.85045;0.89509;1.34855;1.46563;1.59681;0.75055;144.76;10.51515;10.1392;2657.183;31.87;993.95;1040.53
26.09.2024;3.31;5.57;2.14;-3.85;14.03;38.53999;75.52499;110.49;0.28;0.19;-2;-2.51;-149.6;-429.45;-895;-1311.735;-35.75;-37.9;30.3;108.95;-0.52;-4.65;-18.39999;-36.60001;-61.33;-168.905;-314.8999;-436;-10.74;-30;-56.8;-82.74;-29.7;-83.32001;-155.99;-221.16;0.8462;0.89554;1.34645;1.45022;1.58028;0.7454;144.805;10.5158;10.1124;2670.5;32.05;1008.6;1051.09
27.09.2024;3.24;5.56;0.84;-5.85;14.15;41.2;74.21001;109.99;0.43;0.57;-2.4;-4.39;-149.15;-465.2251;-873;-1278.87;-33.5;-36;44;141.69;-0.47;-4.7;-20.46001;-38.19501;-59.79;-180.335;-305.1001;-420.0701;-10.02;-31.99;-56.45;-79.96;-29.51;-85.69;-153.84;-216.5;0.84055;0.89453;1.35155;1.44875;1.57716;0.7477;142.195;10.48705;10.07825;2658.363;31.645;1014.91;1015.05
30.09.2024;3.58;5.95;2.2;-3.09;15.35;41.94501;78.12;117.06;0.67;1.2;-0.92;-0.82;-160.4;-469.675;-887;-1326.105;-36.5;-43;18.16;89.49;-0.21;-3.385;-17.265;-32.95;-66.37;-182.41;-313.73;-433.73;-10.03;-32.54;-59.95;-88.25;-31.85;-86.45;-157.6;-223.57;0.8456;0.89602;1.3525;1.44645;1.57505;0.74765;143.63;10.53265;10.1366;2634.855;31.175;979.4;1003.05
01.10.2024;3.44;5.81;1.9;-4.65;15.02;42.27;78.8;118.74;1.02;1.92;0.35;1.25;-158.45;-478.45;-887;-1351.5;-36.38;-42.38;21;88.93;-0.23;-3.27;-17.39999;-33.095;-64.05;-180.67;-312.8149;-432.7051;-11.28;-32.29;-57.86;-84.2;-31.08;-85.78999;-157.89;-224.98;0.8466;0.90281;1.34905;1.45286;1.5921;0.7527;143.57;10.5877;10.25955;2663.17;31.435;993.8;998.6
02.10.2024;3.52;6.21;2.7;-3.15;14.63;43.63;79.69501;119.995;1.3;2.14;1;2.56;-153.26;-494.5;-887;-1389.66;-35.1;-41.01;25.35;103;-0.11;-3.83;-17.75999;-34.87;-63.27;-183.925;-322.5901;-450.26;-10.98;-32.76;-58.43;-84.62;-30.32;-88.14;-159.4;-228.3;0.8498;0.90613;1.3502;1.45243;1.59668;0.75365;146.465;10.58335;10.27545;2659.005;31.89;1012.1;1018.55
03.10.2024;3.39;5.85;2.95;-1.54;14.77;42.33501;79.94501;121.06;1.4;2.78;2.4;4.8;-153.8;-481.95;-887;-1407.135;-34.63;-40.43;25;78.15;-0.21;-2.855;-13.15;-24.05;-61.37;-179.9;-322.9851;-451.1001;-10.65;-33.45;-59.98;-86.4;-30.08;-86.27;-160.12;-229.2;0.853;0.90761;1.3553;1.46188;1.60966;0.76195;146.93;10.6208;10.3195;2656.253;32.075;987.86;1002.52
04.10.2024;3.44;6.55;5.65;1.95;14.64;43.47;84.16;128.23;1.34;3.37;4.9;11.69;-153.02;-499.575;-887;-1506.905;-34.48;-57;-37;-26.04;0;-1.95;-13.15;-18.3;-61.81;-182.77;-331.5701;-468.2;-10.52;-32.28;-58.82;-87.93;-30.11;-87.715;-165.5;-239.16;0.8582;0.91162;1.35745;1.47135;1.62377;0.7622;148.725;10.66685;10.366;2653.495;32.195;1000.5;1015.51
07.10.2024;3.47;6.86;6.5;3.25;15.96;44.16499;86.2;131.87;1.35;4.01;6.56;12.29;-165.46;-493.605;-1000;-1496.755;-36.1;-66.63;-39;-8.85;-0.34;-1.21;-6.995;-14.645;-66.92;-182.565;-333.27;-467.425;-10.73;-33.63;-62.29;-87.93;-32.62;-87.89999;-166.74;-242.325;0.85465;0.91112;1.3618;1.47984;1.63265;0.7643;148.185;10.6355;10.36125;2643.935;31.745;983.45;1027.93
08.10.2024;3.25;6.7;6.46;3.67;15.44;43.97;84.98;129.26;1.18;3.68;5.65;11.41;-162.28;-487.1799;-1000;-1469.82;-36.58;-64.8;-25.76;15.58;-0.35;-1.475;-7.37;-14.96;-64.99;-183.48;-334.1399;-470.76;-12;-34.51;-64.1;-87.93;-31.83;-88.12;-166.6;-241.25;0.85715;0.91154;1.3648;1.48214;1.62893;0.7631;148.195;10.71775;10.36375;2622.315;30.725;962.2;1025.09
09.10.2024;3.14;6.78;7.3;5.55;14.97;45.285;86.35001;131.68;1.37;5.58;10.31;18.1;-157.74;-504;-1000;-1492.945;-35.75;-68.27;-46.58;-44.26;-0.35;-1.11;-5.655;-11.57;-63.62;-191.465;-338.5601;-478.79;-12;-36.78;-70.6;-102.18;-30.96;-88.12;-168.795;-245.175;0.86055;0.91341;1.37105;1.48854;1.64908;0.7651;149.3;10.78595;10.38955;2608.143;30.535;949.9;1043.07
10.10.2024;2.99;6.67;6.77;4.45;14.58;44.5;86.255;130.6;1.14;4.93;9.96;16.45;-152.16;-496.3601;-1000;-1478.535;-31.7;-61.3;-44.36;-23.76;-0.37;-1.24;-6.62;-13.775;-61.47;-184.73;-335.29;-471.2549;-11.9;-38.13;-71.6;-103.98;-29.81;-88.685;-167.56;-243.15;0.85615;0.9155;1.37405;1.48346;1.64123;0.76575;148.57;10.75395;10.40465;2629.835;31.215;956.73;1072.01
11.10.2024;3;6.67;6.55;3.63;14.56;44.355;85.57001;129.955;1.17;5.02;9.85;15.58;-152.02;-490.825;-1000;-1466.62;-31.48;-60.27;-42.52;-13.27;-0.39;-1.05;-5.09;-10.25;-65.58;-185.71;-336.27;-472.1799;-11.48;-38.07;-74.35;-109.02;-30.05;-88.88;-168.36;-243.34;0.8572;0.91374;1.37625;1.48137;1.6368;0.76525;149.145;10.71045;10.37325;2657.248;31.5301;979.9;1072.66
14.10.2024;3.07;6.65;6.78;3.78;15.44;44.545;86.785;131.87;1.09;5.09;10.1;15.72;-163.37;-497.3501;-1000;-1498.335;-36;-64.32;-49.66;-38;-0.39;-1.07;-5.565;-11.255;-65.84;-186.42;-338.21;-476.05;-11.64;-38.26;-74.45;-110.75;-31.91;-89.88499;-170.595;-245.93;0.86255;0.91617;1.37955;1.48677;1.64055;0.76575;149.76;10.7764;10.42065;2651.5;31.195;985.83;1033.71
15.10.2024;2.96;6.48;6.84;4.23;14.9;43.80499;85.5;130.63;1.06;5.23;11;17.12;-155.45;-491.71;-1000;-1493.615;-35.25;-59;-48;-36;-0.54;-1.75;-6.555;-11.995;-63.35;-183.99;-334.3601;-470.0449;-12.51;-39.67;-78.04;-115.27;-30.76;-89.28;-169.275;-245.7;0.86195;0.91718;1.3775;1.49176;1.64393;0.76495;149.2;10.80485;10.37305;2661.35;31.495;981.3;1012.05
16.10.2024;2.78;6.59;6.95;4.77;14.48;44.825;87.5;131.12;1.02;5.53;11.96;18.67;-151.08;-511.3601;-1021.705;-1508.34;-33.85;-59.52;-41;-36.18;-0.33;-0.575;-2.895;-5.545;-61.5;-190.1;-334.77;-470.8999;-12.73;-39.82;-79.5;-116.11;-29.83;-89.28;-173.65;-247.39;0.86545;0.91916;1.3752;1.49992;1.65098;0.7698;149.635;10.90805;10.4739;2673.665;31.695;997.88;1026.02
17.10.2024;2.65;5.96;6.15;2.71;14.53;44.05;89.61;138.01;1.05;5.85;13.25;21.1;-152.24;-491;-1023;-1553.44;-32.73;-60.5;-51;-53;-0.32;-0.34;-1.125;-2.64;-61.37;-184.94;-336.0701;-474.2549;-12.71;-42.52;-83.85;-120.88;-29.71;-88.96001;-171.375;-249;0.86605;0.92353;1.3795;1.49332;1.6503;0.76865;150.21;10.9323;10.5287;2692.903;31.72;1004.45;1045.56
18.10.2024;2.65;5.6;4.97;1.07;14.53;44.38499;90.53;139.755;0.98;5.62;12.45;20.25;-154.75;-490.1499;-1036.225;-1554.5;-31.82;-56.88;-47.46;-48;-0.4;-0.695;-1.855;-3.145;-60.9;-182.845;-332.4351;-467.4299;-12.96;-41.21;-82.8;-120.24;-29.52;-88.935;-170.16;-248.495;0.86505;0.92102;1.3801;1.49098;1.64717;0.7662;149.54;10.9284;10.53555;2721.435;33.73;1010.3;1083
21.10.2024;2.79;5.8;6.27;3.05;15.45;44.505;91.08501;140.925;0.95;5.99;13.7;22.74;-164.95;-503.3999;-1045;-1583.985;-31.15;-59;-63;-70;-0.4;-0.15;0.29;0.925;-65.21;-184.845;-337.9399;-478.2649;-13.16;-42.28;-84.54;-123.95;-31.28;-89.25;-171.53;-250.73;0.86615;0.92293;1.38315;1.50173;1.6581;0.77015;150.84;10.9506;10.54915;2720.022;33.785;1017.75;1054.54
22.10.2024;2.64;5.71;5.5;1.85;14.86;44.39;92.31;144.35;0.94;6.13;13.9;22.86;-164.45;-515.915;-1054.5;-1565.325;-29.5;-55.15;-63;-84;-0.54;-0.66;-1.04;-0.725;-63.2;-185.505;-338.05;-477.7949;-13.79;-41.81;-84.06;-123.15;-30.28;-89.06;-171.08;-249.6;0.8654;0.92507;1.38175;1.49667;1.65481;0.7702;151.075;10.9251;10.54165;2748.72;34.855;1021.2;1078.53
23.10.2024;2.47;5.87;5.55;2.5;14.37;45.64;93.83;146.65;0.92;5.87;14.02;23.25;-161.5;-541.3501;-1087.35;-1635.1;-28.4;-56;-54;-77;-0.5;-0.86;-0.66;0.5;-62.06;-191.66;-342.9851;-485.26;-14.24;-43.82;-87.32;-127.37;-29.37;-89.06;-172.035;-252.28;0.86635;0.92807;1.38365;1.50739;1.66528;0.77395;152.76;11.0209;10.6083;2717.99;33.75;1024.45;1061.51
24.10.2024;2.4;5.5;4.95;1.85;14.69;44.92;94.46001;147.21;0.8;5.95;13.05;21;-168.98;-536.75;-1081.5;-1644.65;-27;-49;-53;-73.4;-0.55;-1.29;-2.445;-3.17;-63.33;-185.58;-338.8201;-479.54;-14;-44.99;-86.27;-125.52;-30.14;-89.75999;-172.22;-252.105;0.8657;0.92614;1.3855;1.50591;1.66251;0.7708;151.83;10.9692;10.5832;2736.032;33.73;1042.2;1160.53
25.10.2024;2.26;5.28;4.9;2.17;14.21;44.95;94.45;147.24;0.73;5.73;13.25;22.26;-164.56;-540;-1102.815;-1651;0;-47.5;-43;-65.51;-0.62;-1.66;-3.41;-3.965;-61.39;-185.54;-340.5349;-481.4851;-14.1;-44.18;-87.98;-128.9;-29.09;-89.565;-172.405;-253.29;0.86685;0.92323;1.3892;1.51423;1.67294;0.7715;152.305;10.926;10.5701;2747.955;33.725;1022.1;1197.26
28.10.2024;2.26;5.49;5.46;2.66;13.74;45.00999;95.17999;149.88;0.71;5.84;13.4;22.71;-158.6;-541.6599;-1107;-1684.315;-22.75;-45.75;-46;-67.59;-0.68;-1.56;-2.625;-2.52;-59.64;-187.205;-342.4351;-485.8799;-13.42;-44.32;-89.07;-131.11;-28.2;-89.77;-172.68;-254.01;0.86535;0.92434;1.38895;1.51895;1.67196;0.77085;153.29;10.9876;10.6378;2742.323;33.72;1034.85;1222.02
29.10.2024;2.11;5.09;4.64;1.95;13.22;44.63;93.75;147.2;0.88;5.74;13.12;21.37;-149.98;-536.1599;-1095.295;-1669.41;-20.63;-40.95;-16.15;-37;-0.63;-2.09;-4.69;-6.92;-57.39;-186.425;-338.595;-481.915;-12.82;-43.99;-88;-129.93;-27.32;-89.83501;-171.305;-252.695;0.86735;0.92605;1.3915;1.52427;1.6742;0.7683;153.36;10.9645;10.65795;2775.513;34.4612;1048.45;1225.51
30.10.2024;2.13;4.67;3.87;0.68;13.94;44.78;93.035;143.64;1.18;5.99;14.33;23.73;-157.42;-545.21;-1094;-1676.445;-21.05;-37.78;-20;-10;-0.79;-3.66;-8.945;-13.64;-61.55;-190.12;-341.51;-487.1399;-12.46;-44.1;-88.87;-131.75;-29.09;-89.83501;-172.25;-255.895;0.86675;0.92051;1.39035;1.52161;1.6742;0.77145;153.42;10.9431;10.66925;2786.563;33.825;1017.95;1150.11
31.10.2024;2.06;4.39;3.69;0.01;13.28;43.64;92.50999;143.5;1.16;5.96;14.2;23.13;-158;-535.3899;-1104.5;-1660.915;-20;-31.57;-3.15;20;-0.57;-3.72;-8.945;-16.16;-58.57;-182.625;-337.4951;-478.3501;-13.15;-45.45;-88.57;-131.54;-27.97;-88.92999;-171.54;-252.31;0.86375;0.92111;1.39335;1.51941;1.67308;0.77525;152.035;11.0304;10.70005;2744.14;32.675;1004.95;1108.51
01.11.2024;1.92;4.12;3.59;0.73;13.13;42.95;90.89;143.45;0.99;5.62;13.51;22.62;-160.27;-535.325;-1102.24;-1680.02;-19.32;-24.25;-1.13;11.02;-0.62;-4.16;-8.945;-16.28999;-58.73;-183.005;-337.52;-481.335;-12.52;-43.93;-88.42;-131.1;-28.05;-89.59;-172.81;-256.895;0.87005;0.92174;1.3953;1.52439;1.67687;0.77355;153;11.0476;10.7281;2736.405;32.45;1002.75;1101.5
04.11.2024;1.86;4.11;3.5;0.69;13.1;42.99001;90.88;142.755;1.26;5.55;13.25;21.9;-159.95;-538.3401;-1084.5;-1662.625;-17.6;-24.74;10.18;46.55;-0.67;-4.59;-10.825;-19.38499;-58.3;-181.6;-333.885;-476.0649;-12.35;-44.1;-88.25;-131.46;-27.83;-88.985;-171.455;-253.845;0.86415;0.91752;1.3902;1.51872;1.6742;0.77175;152.14;10.9859;10.68315;2736.595;32.4593;992.3;1078.43
05.11.2024;1.78;3.7;2.68;-0.9;13.93;43.2;91.25;142.61;1.2;5.61;13.4;22.58;-172.3;-538.6699;-1093.925;-1645.2;-18.05;-20.63;13.7;49.4;-0.57;-4.34;-11.15;-19.60001;-61.94;-179.8;-330.5601;-474.1499;-12.15;-43.2;-86.2;-126.3;-29.68;-88.575;-170.575;-252.115;0.8632;0.91726;1.3826;1.50648;1.665;0.76675;151.62;10.96635;10.71915;2743.845;32.6624;1004.8;1079.01
06.11.2024;1.57;3.57;3.63;1.56;13.15;43.675;93.545;150.28;1.39;5.65;14.45;23.8;-169.5;-562.9851;-1140.5;-1747.915;-16;-21.23;-5.48;2.35;-0.81;-4.21;-7.725;-12.45;-60.76;-185.66;-336.76;-484.1499;-12.86;-42.96;-88.38;-132.27;-28.97;-88.575;-175.2;-262.2251;0.8765;0.93123;1.3939;1.52207;1.68379;0.77645;154.635;11.0635;10.8516;2659.37;31.1682;967.5;1039
07.11.2024;1.56;3.46;3.3;0.88;12.82;42.60001;93.88;149.895;1.4;5.82;13.85;21.9;-168.85;-544.3;-1121;-1701.02;-14.5;-16;3.64;6.75;-0.69;-4.71;-7.725;-14.625;-58.14;-178.47;-329.335;-472.8101;-12.11;-43.82;-88.51;-132.29;-28.17;-88.575;-173.385;-257.9751;0.87255;0.9249;1.38615;1.49712;1.65975;0.77005;152.94;10.8222;10.6789;2707.295;32.0029;990.35;1028.37
08.11.2024;1.56;3.59;4.09;2.55;12.73;42.96001;95.48;154.11;1.34;5.83;14.49;24.37;-172.57;-568.1001;-1151.695;-1746.67;-15;-18.2;-22.82;-55.3;-0.76;-4.25;-7.67;-11.35;-57.96;-178.43;-330.8999;-476.9399;-11.7;-44.04;-88.51;-137.25;-27.98;-88.575;-176.27;-263.3899;0.8756;0.93032;1.3909;1.51906;1.67504;0.7738;152.64;10.9961;10.81655;2683.89;31.305;985.35;992.84
11.11.2024;1.75;3.84;4.05;2.55;12.68;42.815;95.49001;155.05;1.57;5.92;14.75;24.85;-172.71;-558.1499;-1146.85;-1777.505;-14.49;-22.94;-31.2;-55.3;-0.75;-4.255;-7.56;-10.585;-58.29;-179.415;-333.4099;-480.74;-11.74;-44.01;-88.51;-136.93;-28.06;-88.575;-176.91;-265.29;0.8807;0.93914;1.39245;1.52091;1.67673;0.77705;153.715;11.05375;10.85685;2620.32;30.7;974.47;984.75
12.11.2024;1.73;3.66;4.12;2.7;13.46;43.14999;96.53;156.73;1.66;6.03;14.53;23.6;-183.55;-559.75;-1164.075;-1814.225;-16;-27;-38.7;-109.88;-0.71;-4.26;-8.2;-11.89;-62.44;-180.79;-336.2351;-486.48;-12;-44.65;-88.51;-137.27;-30.15;-88.575;-177.795;-267.0701;0.8816;0.94255;1.3945;1.53057;1.68734;0.78445;154.62;11.0952;10.9237;2597.42;30.7128;953.6;947.84
13.11.2024;1.72;3.31;2.35;-0.22;12.98;43.7;93.16;150.52;1.83;5.47;13.26;20.97;-181.05;-577.97;-1145;-1769.53;-16;-17.9;-38.7;-48.52;-0.57;-5.245;-11.14;-17.53;-60.77;-186.25;-334.855;-482.9099;-12.86;-44.13;-88.32;-132.26;-29.3;-88.575;-176.32;-263.8601;0.88605;0.94433;1.3997;1.5419;1.70054;0.78695;155.46;11.1162;10.967;2573.92;30.3338;946.35;937.25
14.11.2024;1.64;3.49;3.8;2.35;12.55;43.435;98.11501;157.95;1.85;6.14;14.98;23.88;-175.1;-568.8799;-1185.525;-1827.1;-15;-24.31;-38.79;-85.71;-0.56;-3.835;-7.695;-11.705;-59.02;-182.56;-340.9099;-490.3999;-12.86;-47.36;-88.32;-138.95;-28.71;-88.575;-180.86;-269.835;0.8902;0.94554;1.4059;1.54955;1.70955;0.78955;156.26;11.09635;10.9498;2566.445;30.47;939.45;944.69
15.11.2024;1.64;3.53;3.7;2.25;12.51;43.47;97.11;156.66;1.79;6.02;14.81;23.2;-172.71;-573.55;-1184.225;-1826.825;-14.75;-27.57;-31.5;-74;-0.55;-3.73;-7.565;-11.425;-58.28;-180.44;-334.6201;-482.1299;-12.91;-46.44;-88.32;-137.95;-28.7;-88.575;-178.865;-267.25;0.88805;0.94922;1.40905;1.54751;1.70503;0.7924;154.345;11.1025;10.9986;2561.615;30.238;944.85;954.75
18.11.2024;1.7;3.66;4.55;4.18;12.6;43.74001;96.075;153.83;2.18;6.3;15.59;24.89;-171.59;-581.5901;-1196.13;-1793.235;-14;-29.93;-28.38;-72.23;-0.81;-3.755;-7.64;-12.54;-58.5;-180.65;-335.7051;-483.605;-12.86;-46.63;-88.32;-135.49;-28.54;-88.575;-177.785;-265.8301;0.88305;0.94576;1.40145;1.53669;1.69678;0.7887;154.66;11.04835;10.9581;2612.31;31.1644;963.4;1008.75
19.11.2024;1.9;3.81;4.95;4.59;13.68;44.14;97.155;155.97;2.2;6.66;16.55;27.1;-182.75;-578.75;-1187.5;-1823.5;-14;-19.75;-38.9;-72.23;-0.82;-3.685;-6.97;-10.825;-61.91;-181.85;-337.675;-485.9951;-13.22;-46.45;-88.32;-134.4;-30.66;-88.575;-178.695;-267.2451;0.8824;0.9446;1.39565;1.53104;1.69133;0.78855;154.655;10.97625;10.9446;2631.8;31.2161;971;1039
20.11.2024;1.88;4.12;4.8;4.3;13.22;45.39999;97.10001;155.86;2.18;6.73;17.14;27.24;-179.81;-604.3501;-1203;-1842.015;-13.75;-32.15;-50.35;-72.23;-0.79;-3.4;-6.335;-10.825;-60.05;-187.385;-338.24;-488.135;-14.18;-46.4;-88.32;-135;-29.7;-88.575;-179.6;-268.8999;0.8842;0.95053;1.39755;1.53716;1.70198;0.7904;155.435;11.0679;11.0458;2650.175;30.8651;967.15;1024.62
21.11.2024;1.84;3.87;4.74;4.29;13.77;44.66;99.5;158.05;2.35;6.9;17.42;28.49;-185.79;-589.2749;-1237.975;-1877.425;-13.6;-21.24;-43.09;-72.23;-0.97;-3.26;-6.25;-7.3;-59.55;-179.9;-338.51;-483.8;-13.68;-46.95;-88.32;-131.25;-31.07;-88.575;-182.46;-270.6799;0.8867;0.95138;1.39735;1.53574;1.70648;0.79435;154.535;11.05295;11.03225;2669.82;30.7875;960.15;1032.82
22.11.2024;1.81;3.95;5.05;5.35;13.51;46.61501;103.71;166.92;2.48;7.18;18.44;30.72;-181.05;-611.645;-1261.48;-1926.305;-14.32;-28.13;-48.86;-138.43;-0.89;-2.81;-3.715;-2.525;-57.66;-180.07;-337.885;-485.8601;-14.44;-46.1;-88.32;-132.58;-30.62;-88.575;-185.435;-276.6851;0.89385;0.96061;1.39805;1.53811;1.71365;0.798;154.755;11.1057;11.0495;2712.775;31.319;963.58;1013.25
25.11.2024;1.7;3.85;4.91;5.35;13.05;45.69501;101.795;164.01;2.76;7.4;18.6;30.95;-173.81;-609.6001;-1238.43;-1902.21;-10.98;-22;-52;-134.2;-0.88;-2.83;-4.16;-4.53;-57.29;-178.815;-332.6899;-479.6799;-14.02;-46.47;-88.32;-132.9;-29.54;-88.575;-182.125;-273.6001;0.8862;0.95343;1.3987;1.53752;1.71072;0.79554;154.215;11.09845;10.9913;2625.395;30.2962;953.6;977
26.11.2024;1.55;3.13;4.21;4.82;14.1;44.5;101.125;161.985;2.6;7.04;18.09;30.38;-179.6;-598.99;-1240.5;-1899.5;-11;-13.55;-63;-165;-0.99;-3.18;-4.51;-4.77;-58.26;-174.165;-329.55;-474.8601;-13.66;-46.35;-88.32;-135.12;-31.51;-88.575;-181.765;-272.3401;0.8865;0.95402;1.40535;1.54464;1.71394;0.79558;153.105;11.172;11.0104;2632.195;30.445;927.95;981.11
27.11.2024;1.43;2.93;4;4.13;13.96;44.03;99.59;159.58;2.37;5.94;15.95;26.51;-177.52;-604.9399;-1238.5;-1891.5;-11;-14.5;-44.5;-145.38;-0.94;-3.28;-5.84;-7.115;-57.38;-171.35;-324.1699;-466.0801;-14.75;-45.61;-88.32;-137.6;-31.37;-88.575;-180.13;-268.22;0.88175;0.94594;1.403;1.53917;1.6965;0.78864;151.115;11.05235;10.90315;2635.735;30.0828;936.7;976
